,X1,X2,X3,X4,X5
1,HM_VCVM001_HMB_R08_20170802-20170815_file_5_(2017_08_06-06_44_59)_ASWMUX221153_label.CSV,start,stop,NA,NA
2,HM_VHMF001_HTB_R07_20170802-20170815_file_5_(2017_08_06-06_44_59)_ASWMUX221092_label.CSV,start,stop,NA,NA
3,HM_VHMM002_HRT_R09_20170802-20170815_file_5_(2017_08_06-06_44_59)_ASWMUX221110_label.csv,start,stop,NA,NA
4,HM_VHMM003_HLT_R12_20170802-20170815_file_5_(2017_08_06-06_44_59)_ASWMUX221102_label.CSV,start,stop,NA,NA
5,HM_VHMM006_RT_R14_20170802-20170815_file_5_(2017_08_06-06_44_59)_ASWMUX221052_label.CSV,start,stop,NA,NA
6,HM_VHMM007_LT_R11_20170802-20170815_file_5_(2017_08_06-06_44_59)_ASWMUX221163_label.CSV,start,stop,NA,NA
7,HM_VLF206_SOUNDFOC_20170806_1_oor.csv,start,stop,NA,NA
8,HM_VLF206_SOUNDFOC_20170806_2_label.csv,start,stop,stop,NA
9,HM_VLF206_SOUNDFOC_20170806_3_label.csv,start,stop,stop,NA
10,HM_VLF206_SOUNDFOC_20170806_4_label.csv,start,stop,stop,NA
11,HM_VLF206_SOUNDFOC_20170806_5_oor.csv,start,stop,NA,NA
12,HM_VLF206_SOUNDFOC_20170806_6_oor.csv,start,stop,NA,NA
13,HM_VLF206_SOUNDFOC_20170807_1_oor.csv,start,stop,NA,NA
14,HM_VLF206_SOUNDFOC_20170807_2_oor.csv,start,stop,NA,NA
15,HM_VLF206_SOUNDFOC_20170807_3_oor.csv,start,stop,NA,NA
16,HM_VLF206_SOUNDFOC_20170807_4_oor.csv,start,stop,NA,NA
17,HM_VLF206_SOUNDFOC_20170807_5_oor.csv,start,stop,NA,NA
18,HM_VLF206_SOUNDFOC_20170807_6_oor.csv,start,stop,NA,NA
19,HM_VLF206_SOUNDFOC_20170808_1_oor.csv,start,stop,NA,NA
20,HM_VLF206_SOUNDFOC_20170808_2_oor.csv,start,stop,NA,NA
21,HM_VLF206_SOUNDFOC_20170808_3_oor.csv,start,stop,NA,NA
22,HM_VLF206_SOUNDFOC_20170808_4_oor.csv,start,stop,NA,NA
23,HM_VLF206_SOUNDFOC_20170808_5_oor.csv,start,stop,NA,NA
24,HM_VLF206_SOUNDFOC_20170808_6_oor.csv,start,stop,NA,NA
25,HM_VLF206_SOUNDFOC_20170809_1_oor.csv,start,stop,NA,NA
26,HM_VLF206_SOUNDFOC_20170809_2_oor.csv,start,stop,NA,NA
27,HM_VLF206_SOUNDFOC_20170809_3_oor.csv,start,stop,NA,NA
28,HM_VLF206_SOUNDFOC_20170809_4_oor.csv,start,stop,NA,NA
29,HM_VLF206_SOUNDFOC_20170809_5_oor.csv,start,stop,NA,NA
30,HM_VLF206_SOUNDFOC_20170809_6_oor.csv,start,stop,NA,NA
31,HM_VLF206_SOUNDFOC_20170822_1_oor.csv,start,stop,NA,NA
32,HM_VLF206_SOUNDFOC_20170822_2_oor.csv,start,stop,NA,NA
33,HM_VCVM001_HMB_R11_20170821-20170825_file_4_(2017_08_23-06_44_59)_ASWMUX221163_labelSS.csv,start,stop,NA,NA
34,HM_VHMF001_HTB_R14_20170821-20170825_file_4_(2017_08_23-06_44_59)_ASWMUX221052._labelSS.csv,start,stop,NA,NA
35,HM_VHMM002_HRT_R09_20170821-20170825_file_4_(2017_08_23-06_44_59)_ASWMUX221110_LABEL_RY.csv,start,stop,NA,NA
36,HM_VHMM003_SOUNDFOC_20170823_1_oor.csv,start,stop,NA,NA
37,HM_VHMM003_SOUNDFOC_20170823_3_oor.csv,start,stop,NA,NA
38,HM_VHMM006_RT_R12_20170821-20170825_file_4_(2017_08_23-06_44_59)_ASWMUX221102_labelSS.csv,start,stop,NA,NA
39,HM_VHMM007_LT_R07_20170821-20170825_file_4_(2017_08_23-06_44_59)_ASWMUX221092_LABEL_RY.csv,start,stop,NA,NA
40,HM_VLF206_SOUNDFOC_20170823_1_LABEL_RY.csv,start,start,stop,NA
41,HM_VLF206_SOUNDFOC_20170823_2_LABEL_RY.csv,start,start,stop,stop
42,HM_VCVM001_HMB_R11_20170821-20170825_file_5_(2017_08_24-06_44_59)_ASWMUX221163_LABEL_RY.csv,start,stop,NA,NA
43,HM_VHMF001_HTB_R14_20170821-20170825_file_5_(2017_08_24-06_44_59)_ASWMUX221052_LABEL_RY.csv,start,stop,NA,NA
44,HM_VHMM002_HRT_R09_20170821-20170825_file_5_(2017_08_24-06_44_59)_ASWMUX221110_SS.csv,start,stop,NA,NA
45,HM_VHMM003_SOUNDFOC_20170824_2_LABEL_RY.csv,start,start,stop,stop
46,HM_VHMM003_SOUNDFOC_20170824_3_oor.csv,start,stop,NA,NA
47,HM_VHMM006_RT_R12_20170821-20170825_file_5_(2017_08_24-06_44_59)_ASWMUX221102_LABEL_RY.csv,start,stop,NA,NA
48,HM_VHMM007_LT_R07_20170821-20170825_file_5_(2017_08_24-06_44_59)_ASWMUX221092_SS.csv,start,stop,NA,NA
49,HM_VLF206_SOUNDFOC_20170824_1_labelSS.csv,start,start,stop,NA
50,HM_VLF206_SOUNDFOC_20170824_2_labelSS.csv,start,stop,stop,NA
51,HM_VCVM001_HMB_R11_20170821-20170825_file_6_(2017_08_25-06_44_59)_ASWMUX221163_label.csv,start,stop,NA,NA
52,HM_VHMF001_HTB_R14_20170821-20170825_file_6_(2017_08_25-06_44_59)_ASWMUX221052_label.csv,start,stop,NA,NA
53,HM_VHMM002_HRT_R09_20170821-20170825_file_6_(2017_08_25-06_44_59)_ASWMUX221110_label.csv,start,stop,NA,NA
54,HM_VHMM003_SOUNDFOC_20170825_2_label.csv,start,start,stop,stop
55,HM_VHMM003_SOUNDFOC_20170825_3_label.csv,start,stop,NA,NA
56,HM_VHMM003_SOUNDFOC_20170825_4_label.csv,start,NA,NA,NA
57,HM_VHMM006_RT_R12_20170821-20170825_file_6_(2017_08_25-06_44_59)_ASWMUX221102_label.csv,start,stop,NA,NA
58,HM_VHMM007_LT_R07_20170821-20170825_file_6_(2017_08_25-06_44_59)_ASWMUX221092_label.csv,start,stop,NA,NA
59,HM_VLF206_SOUNDFOC_20170825_1_label.csv,start,stop,NA,NA
60,HM_VLF206_SOUNDFOC_20170825_2_label.csv,start,start,stop,stop
61,HM_VCVM001_HMB_R11_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221163_SS.csv,start,stop,NA,NA
62,HM_VHMF001_HTB_R14_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221052_label.CSV,start,stop,NA,NA
63,HM_VHMM002_HRT_R07_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221092_LABEL_RY.csv,start,stop,NA,NA
64,HM_VHMM006_RT_R10_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221102_SS.csv,start,stop,NA,NA
65,HM_VHMM007_LT_R09_20170903-20170908_file_2_(2017_09_03-05_44_59)_ASWMUX221110_LABEL_RY.csv,start,stop,NA,NA
66,HM_VLF206_SOUNDFOC_20170903_RY.csv,start,start,stop,stop
67,HM_VHMM003_SOUNDFOC_20170904_1_oor.csv,start,stop,NA,NA
68,HM_VHMM003_SOUNDFOC_20170904_2_oor.csv,start,stop,NA,NA
69,HM_VHMM003_SOUNDFOC_20170904_3_oor.csv,start,stop,NA,NA
70,HM_VLF206_SOUNDFOC_20170904_oor.csv,start,stop,NA,NA
71,HM_VCVM001_HMB_R11_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221163_label.csv,start,stop,NA,NA
72,HM_VHMM002_HRT_R07_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221092_label.CSV,start,start,stop,stop
73,HM_VHMM003_SOUNDFOC_20170905_2_label.CSV,start,start,stop,stop
74,HM_VHMM003_SOUNDFOC_20170905_3_label.csv,start,stop,NA,NA
75,HM_VHMM003_SOUNDFOC_20170905_4_label.csv,start,stop,stop,NA
76,HM_VHMM006_RT_R10_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221102_label.CSV,start,stop,NA,NA
77,HM_VHMM007_LT_R09_20170903-20170908_file_4_(2017_09_05-05_44_59)_ASWMUX221110_label.CSV,start,stop,NA,NA
78,HM_VLF206_SOUNDFOC_20170905_1_labelSS.csv,start,start,stop,NA
79,HM_VLF206_SOUNDFOC_20170905_2_labelSS.csv,start,stop,stop,NA
80,HM_VLF206_SOUNDFOC_20170905_3_oor.csv,start,stop,NA,NA
81,HM_VHMM003_SOUNDFOC_20170906_2_oor.csv,start,stop,NA,NA
82,HM_VHMM003_SOUNDFOC_20170906_3_oor.csv,start,stop,NA,NA
83,HM_VHMM003_SOUNDFOC_20170906_4_oor.csv,start,stop,NA,NA
84,HM_VHMM003_SOUNDFOC_20170906_5_oor.csv,start,stop,NA,NA
85,HM_VHMM003_SOUNDFOC_20170906_6_oor.csv,start,stop,NA,NA
86,HM_VHMM003_SOUNDFOC_20170906_7_oor.csv,start,stop,NA,NA
87,HM_VLF206_SOUNDFOC_20170906_1_oor.csv,start,stop,NA,NA
88,HM_VLF206_SOUNDFOC_20170906_2_oor.csv,start,stop,NA,NA
89,HM_VLF206_SOUNDFOC_20170906_3_oor.csv,start,stop,NA,NA
90,HM_VHMM003_SOUNDFOC_20170907_1_oor.csv,start,stop,NA,NA
91,HM_VHMM003_SOUNDFOC_20170907_2_oor.csv,start,stop,NA,NA
92,HM_VHMM003_SOUNDFOC_20170907_3_oor.csv,start,stop,NA,NA
93,HM_VLF206_SOUNDFOC_20170907_1_oor.csv,start,stop,NA,NA
94,HM_VLF206_SOUNDFOC_20170907_2_oor.csv,start,stop,NA,NA
95,HM_VLF206_SOUNDFOC_20170907_3_oor.csv,start,stop,NA,NA
96,HM_VHMM003_SOUNDFOC_20170908_1_oor.csv,start,stop,NA,NA
97,HM_VHMM003_SOUNDFOC_20170908_2_oor.csv,start,stop,NA,NA
98,HM_VHMM003_SOUNDFOC_20170908_3_oor.csv,start,stop,NA,NA
99,HM_VLF206_SOUNDFOC_20170908_1_oor.csv,start,stop,NA,NA
100,HM_VLF206_SOUNDFOC_20170908_3_oor.csv,start,stop,NA,NA
101,HM_VLF206_SOUNDFOC_20170908_4_oor.csv,start,stop,NA,NA
102,HM_VLF206_SOUNDFOC_20170908_5_oor.csv,start,stop,NA,NA
103,HM_VCVM001_SOUNDFOC_20190623_1_LL_BA.csv,start,start,stop,NA
104,HM_VCVM001_SOUNDFOC_20190623_2_LL_BA.csv,start,stop,stop,NA
105,HM_VCVM001_SOUNDFOC_20190623_3_LL_BA.csv,start,stop,NA,NA
106,HM_VCVM001_SOUNDFOC_20190623_4_LL_BA.csv,start,stop,NA,NA
107,HM_VCVM001_SOUNDFOC_20190623_5_oor.csv,start,NA,NA,NA
108,HM_VHMF001_HTB_R16_20190618-20190629_file_6_(2019_06_23-07_44_59)_235944_HB_BA.csv,start,stop,NA,NA
109,HM_VHMF001_SOUNDFOC_20190623_1_oor.csv,start,stop,NA,NA
110,HM_VHMF001_SOUNDFOC_20190623_2_oor.csv,start,stop,NA,NA
111,HM_VHMF001_SOUNDFOC_20190623_3_oor.csv,start,stop,NA,NA
112,HM_VHMF001_SOUNDFOC_20190623_4_oor.csv,start,stop,NA,NA
113,HM_VHMF010_SOUNDFOC_20190623_LL_BA.csv,start,start,stop,stop
114,HM_VHMF015_RTTB_R25_20190618-20190629_file_6_(2019_06_23-07_44_59)_235944_SE_LL.csv,start,stop,NA,NA
115,HM_VHMF019_MBTB_R13_20190618-20190629_file_6_(2019_06_23-07_44_59)_235944_FG_LL.csv,start,stop,NA,NA
116,HM_VHMF022_MBRS_R23_20190618-20190629_file_6_(2019_06_23-07_44_59)_235944_SE_LL.csv,start,stop,NA,NA
117,HM_VHMF029_TB_R20_20190618-20190629_file_6_(2019_06_23-07_44_59)_235944_JD_LL.csv,start,stop,NA,NA
118,HM_VHMF031_LT_R01_20190618-20190629_file_6_(2019_06_23-07_44_59)_235944_markers_CM_LL.csv,start,stop,NA,NA
119,HM_VHMM007_LSLT_R02_20190618-20190629_file_6_(2019_06_23-07_44_59)_235944_SE_BA.csv,start,stop,NA,NA
120,HM_VHMM014_LSTB_R19_20190618-20190629_file_6_(2019_06_23-07_44_59)_235944_HB_LL.csv,start,stop,NA,NA
121,HM_VHMM016_LTTB_R22_20190618-20190629_file_6_(2019_06_23-07_44_59)_235944_SE_LL.csv,start,stop,NA,NA
122,HM_VHMM017_RSTB_R06_20190618-20190629_file_6_(2019_06_23-07_44_59)_235944_HB_LL.csv,start,stop,NA,NA
123,HM_VHMM021_MBLT_R05_20190618-20190629_file_6_(2019_06_23-07_44_59)_235944_FG_LL.csv,start,stop,NA,NA
124,HM_VCVM001_SOUNDFOC_20190624_1_LL_BA.csv,start,start,stop,NA
125,HM_VCVM001_SOUNDFOC_20190624_2_LL_BA.csv,start,stop,NA,NA
126,HM_VCVM001_SOUNDFOC_20190624_3_LL_BA.csv,start,stop,NA,NA
127,HM_VCVM001_SOUNDFOC_20190624_4_LL_BA.csv,start,stop,NA,NA
128,HM_VCVM001_SOUNDFOC_20190624_5_LL_BA.csv,start,stop,stop,NA
129,HM_VCVM001_SOUNDFOC_20190624_6_oor.csv,start,stop,NA,NA
130,HM_VCVM001_SOUNDFOC_20190624_7_oor.csv,start,stop,NA,NA
131,HM_VHMF001_HTB_R16_20190618-20190629_file_7_(2019_06_24-07_44_59)_245944_LL_BA.csv,start,stop,NA,NA
132,HM_VHMF001_SOUNDFOC_20190624_1_oor.csv,start,stop,NA,NA
133,HM_VHMF001_SOUNDFOC_20190624_2_oor.csv,start,stop,NA,NA
134,HM_VHMF001_SOUNDFOC_20190624_3_oor.csv,start,stop,NA,NA
135,HM_VHMF001_SOUNDFOC_20190624_4_oor.csv,start,stop,NA,NA
136,HM_VHMF001_SOUNDFOC_20190624_5_oor.csv,start,stop,NA,NA
137,HM_VHMF001_SOUNDFOC_20190624_6_oor.csv,start,stop,NA,NA
138,HM_VHMF001_SOUNDFOC_20190624_7_oor.csv,start,stop,NA,NA
139,HM_VHMF001_SOUNDFOC_20190624_8_oor.csv,start,stop,NA,NA
140,HM_VHMF001_SOUNDFOC_20190624_9_oor.csv,start,stop,NA,NA
141,HM_VHMF015_RTTB_R25_20190618-20190629_file_7_(2019_06_24-07_44_59)_245944_HB_BA.csv,start,stop,NA,NA
142,HM_VHMF019_MBTB_R13_20190618-20190629_file_7_(2019_06_24-07_44_59)_245944_SE_BA.csv,start,stop,NA,NA
143,HM_VHMF022_MBRS_R23_20190618-20190629_file_7_(2019_06_24-07_44_59)_24594_SE_BA.csv,start,stop,NA,NA
144,HM_VHMF022_SOUNDFOC_20190624_oor.csv,start,stop,NA,NA
145,HM_VHMF029_TB_R20_20190618-20190629_file_7_(2019_06_24-07_44_59)_245944_CM_VD.csv,start,stop,NA,NA
146,HM_VHMF031_LT_R01_20190618-20190629_file_7_(2019_06_24-07_44_59)_245944_JD_LL.csv,start,stop,NA,NA
147,HM_VHMM007_LSLT_R02_20190618-20190629_file_7_(2019_06_24-07_44_59)_245944_HB_BA.csv,start,stop,NA,NA
148,HM_VHMM008_SHTB_R12_20190618-20190629_file_7_(2019_06_24-07_44_59)_245944_HB_BA.csv,start,stop,NA,NA
149,HM_VHMM014_LSTB_R19_20190618-20190629_file_7_(2019_06_24-07_44_59)_245944_HB_BA.csv,start,stop,NA,NA
150,HM_VHMM016_LTTB_R22_20190618-20190629_file_7_(2019_06_24-07_44_59)_245944_SE_BA.csv,start,stop,NA,NA
151,HM_VHMM017_RSTB_R06_20190618-20190629_file_7_(2019_06_24-07_44_59)_245944_SE_BA.csv,start,stop,NA,NA
152,HM_VHMM021_MBLT_R05_20190618-20190629_file_7_(2019_06_24-07_44_59)_245944_SE_BA.csv,start,stop,NA,NA
153,HM_VCVM001_SOUNDFOC_20190625_1_oor.csv,start,stop,NA,NA
154,HM_VCVM001_SOUNDFOC_20190625_2_LL_BA.csv,start,start,stop,NA
155,HM_VCVM001_SOUNDFOC_20190625_3_LL_BA.csv,start,stop,NA,NA
156,HM_VCVM001_SOUNDFOC_20190625_4_LL_BA.csv,start,stop,stop,NA
157,HM_VCVM001_SOUNDFOC_20190625_5_oor.csv,start,stop,NA,NA
158,HM_VHMF001_HTB_R16_20190618-20190629_file_8_(2019_06_25-07_44_59)_255944_SE_BA.csv,start,stop,NA,NA
159,HM_VHMF001_SOUNDFOC_20190625_1_oor.csv,start,stop,NA,NA
160,HM_VHMF001_SOUNDFOC_20190625_2_oor.csv,start,stop,NA,NA
161,HM_VHMF015_RTTB_R25_20190618-20190629_file_8_(2019_06_25-07_44_59)_255944_LL_BA.csv,start,stop,NA,NA
162,HM_VHMF019_MBTB_R13_20190618-20190629_file_8_(2019_06_25-07_44_59)_255944_HB_BA.csv,start,stop,NA,NA
163,HM_VHMF022_MBRS_R23_20190618-20190629_file_8_(2019_06_25-07_44_59)_255944_HB_BA.csv,start,stop,NA,NA
164,HM_VHMF029_TB_R20_20190618-20190629_file_8_(2019_06_25-07_44_59)_255944_LL_VD.csv,start,stop,NA,NA
165,HM_VHMF031_LT_R01_20190618-20190629_file_8_(2019_06_25-07_44_59)_255944_LL_VD.csv,start,stop,NA,NA
166,HM_VHMM007_LSLT_R02_20190618-20190629_file_8_(2019_06_25-07_44_59)_255944_LL_BA.csv,start,stop,NA,NA
167,HM_VHMM008_SHTB_R12_20190618-20190629_file_8_(2019_06_25-07_44_59)_255944_SE_BA.csv,start,stop,NA,NA
168,HM_VHMM014_LSTB_R19_20190618-20190629_file_8_(2019_06_25-07_44_59)_255944_SE_BA.csv,start,stop,NA,NA
169,HM_VHMM016_LTTB_R22_20190618-20190629_file_8_(2019_06_25-07_44_59)_255944_HB_BA.csv,start,stop,NA,NA
170,HM_VHMM017_RSTB_R06_20190618-20190629_file_8_(2019_06_25-07_44_59)_255944_LL_BA.csv,start,stop,NA,NA
171,HM_VHMM021_MBLT_R05_20190618-20190629_file_8_(2019_06_25-07_44_59)_255944_HB_BA.csv,start,stop,NA,NA
172,HM_VCVM001_SOUNDFOC_20190626_1_oor.csv,start,stop,NA,NA
173,HM_VCVM001_SOUNDFOC_20190626_2_SE_BA.csv,start,start,stop,NA
174,HM_VCVM001_SOUNDFOC_20190626_3_SE_BA.csv,start,stop,stop,NA
175,HM_VCVM001_SOUNDFOC_20190626_4_oor.csv,start,stop,NA,NA
176,HM_VHMF001_HTB_R16_20190618-20190629_file_9_(2019_06_26-07_44_59)_265944_HB_BA.csv,start,stop,NA,NA
177,HM_VHMF001_SOUNDFOC_20190626_oor.csv,start,stop,NA,NA
178,HM_VHMF015_RTTB_R25_20190618-20190629_file_9_(2019_06_26-07_44_59)_265944_CM_BA.csv,start,stop,NA,NA
